 >PIPOBJ: point-in-polyhedron; NX,NY,NZ= 20 41 20 
     8278        1 = NAT, NIN
 1.000000 0.000000 0.000000 = A_1 vector
 0.000000 1.000000 0.000000 = A_2 vector
 1.000000 1.000000 1.000000 = lattice spacings(d_x,d_y,d_z)/d
 0.0 0.0 0.0 = lattice offset x0(1-3) =(x_TF,y_TF,z_TF)/d for dipole 0 0 0
       JA    IX    IY    IZ  ICOMP(x,y,z)
    5015     -1    20    -4     1 1 1
    5016     -1    21    -4     1 1 1
    5017     -1    22    -4     1 1 1
    5018     -1    23    -4     1 1 1
    5019     -1    24    -4     1 1 1
    5020     -1    25    -4     1 1 1
    5021     -1    26    -4     1 1 1
    5022     -1    27    -4     1 1 1
    5023     -1    28    -4     1 1 1
    5024     -1    29    -4     1 1 1
    5025     -1    30    -4     1 1 1
    5026      0    12    -4     1 1 1
    5027      0    13    -4     1 1 1
    5028      0    14    -4     1 1 1
    5029      0    15    -4     1 1 1
    5030      0    16    -4     1 1 1
    5031      0    17    -4     1 1 1
    5032      0    18    -4     1 1 1
    5033      0    19    -4     1 1 1
    5034      0    20    -4     1 1 1
    5035      0    21    -4     1 1 1
    5036      0    22    -4     1 1 1
    5037      0    23    -4     1 1 1
    5038      0    24    -4     1 1 1
    5039      0    25    -4     1 1 1
    5040      0    26    -4     1 1 1
    5041      0    27    -4     1 1 1
    5042      0    28    -4     1 1 1
    5043      0    29    -4     1 1 1
    5044      0    30    -4     1 1 1
    5045      1    12    -4     1 1 1
    5046      1    13    -4     1 1 1
    5047      1    14    -4     1 1 1
    5048      1    15    -4     1 1 1
    5049      1    16    -4     1 1 1
    5050      1    17    -4     1 1 1
    5051      1    18    -4     1 1 1
    5052      1    19    -4     1 1 1
    5053      1    20    -4     1 1 1
    5054      1    21    -4     1 1 1
    5055      1    22    -4     1 1 1
    5056      1    23    -4     1 1 1
    5057      1    24    -4     1 1 1
    5058      1    25    -4     1 1 1
    5059      1    26    -4     1 1 1
    5060      1    27    -4     1 1 1
    5061      1    28    -4     1 1 1
    5062      1    29    -4     1 1 1
    5063      1    30    -4     1 1 1
    5064      2    13    -4     1 1 1
    5065      2    14    -4     1 1 1
    5066      2    15    -4     1 1 1
    5067      2    16    -4     1 1 1
    5068      2    17    -4     1 1 1
    5069      2    18    -4     1 1 1
    5070      2    19    -4     1 1 1
    5071      2    20    -4     1 1 1
    5072      2    21    -4     1 1 1
    5073      2    22    -4     1 1 1
    5074      2    23    -4     1 1 1
    5075      2    24    -4     1 1 1
    5076      2    25    -4     1 1 1
    5077      2    26    -4     1 1 1
    5078      2    27    -4     1 1 1
    5079      2    28    -4     1 1 1
    5080      2    29    -4     1 1 1
    5081      3    13    -4     1 1 1
    5082      3    14    -4     1 1 1
    5083      3    15    -4     1 1 1
    5084      3    16    -4     1 1 1
    5085      3    17    -4     1 1 1
    5086      3    18    -4     1 1 1
    5087      3    19    -4     1 1 1
    5088      3    20    -4     1 1 1
    5089      3    21    -4     1 1 1
    5090      3    22    -4     1 1 1
    5091      3    23    -4     1 1 1
    5092      3    24    -4     1 1 1
    5093      3    25    -4     1 1 1
    5094      3    26    -4     1 1 1
    5095      3    27    -4     1 1 1
    5096      3    28    -4     1 1 1
    5097      3    29    -4     1 1 1
    5098      4    13    -4     1 1 1
    5099      4    14    -4     1 1 1
    5100      4    15    -4     1 1 1
    5101      4    16    -4     1 1 1
    5102      4    17    -4     1 1 1
    5103      4    18    -4     1 1 1
    5104      4    19    -4     1 1 1
    5105      4    20    -4     1 1 1
    5106      4    21    -4     1 1 1
    5107      4    22    -4     1 1 1
    5108      4    23    -4     1 1 1
    5109      4    24    -4     1 1 1
    5110      4    25    -4     1 1 1
    5111      4    26    -4     1 1 1
    5112      4    27    -4     1 1 1
    5113      4    28    -4     1 1 1
    5114      4    29    -4     1 1 1
    5115      5    14    -4     1 1 1
    5116      5    15    -4     1 1 1
    5117      5    16    -4     1 1 1
    5118      5    17    -4     1 1 1
    5119      5    18    -4     1 1 1
    5120      5    19    -4     1 1 1
    5121      5    20    -4     1 1 1
    5122      5    21    -4     1 1 1
    5123      5    22    -4     1 1 1
    5124      5    23    -4     1 1 1
    5125      5    24    -4     1 1 1
    5126      5    25    -4     1 1 1
    5127      5    26    -4     1 1 1
    5128      5    27    -4     1 1 1
    5129      5    28    -4     1 1 1
    5130      6    15    -4     1 1 1
    5131      6    16    -4     1 1 1
    5132      6    17    -4     1 1 1
    5133      6    18    -4     1 1 1
    5134      6    19    -4     1 1 1
    5135      6    20    -4     1 1 1
    5136      6    21    -4     1 1 1
    5137      6    22    -4     1 1 1
    5138      6    23    -4     1 1 1
    5139      6    24    -4     1 1 1
    5140      6    25    -4     1 1 1
    5141      6    26    -4     1 1 1
    5142      6    27    -4     1 1 1
    5143      7    16    -4     1 1 1
    5144      7    17    -4     1 1 1
    5145      7    18    -4     1 1 1
    5146      7    19    -4     1 1 1
    5147      7    20    -4     1 1 1
    5148      7    21    -4     1 1 1
    5149      7    22    -4     1 1 1
    5150      7    23    -4     1 1 1
    5151      7    24    -4     1 1 1
    5152      7    25    -4     1 1 1
    5153      7    26    -4     1 1 1
    5154      8    17    -4     1 1 1
    5155      8    18    -4     1 1 1
    5156      8    19    -4     1 1 1
    5157      8    20    -4     1 1 1
    5158      8    21    -4     1 1 1
    5159      8    22    -4     1 1 1
    5160      8    23    -4     1 1 1
    5161      8    24    -4     1 1 1
    5162      8    25    -4     1 1 1
    5163      9    20    -4     1 1 1
    5164      9    21    -4     1 1 1
    5165      9    22    -4     1 1 1
    5166     -9    18    -3     1 1 1
    5167     -9    19    -3     1 1 1
    5168     -9    20    -3     1 1 1
    5169     -9    21    -3     1 1 1
    5170     -9    22    -3     1 1 1
    5171     -9    23    -3     1 1 1
    5172     -9    24    -3     1 1 1
    5173     -8    16    -3     1 1 1
    5174     -8    17    -3     1 1 1
    5175     -8    18    -3     1 1 1
    5176     -8    19    -3     1 1 1
    5177     -8    20    -3     1 1 1
    5178     -8    21    -3     1 1 1
    5179     -8    22    -3     1 1 1
    5180     -8    23    -3     1 1 1
    5181     -8    24    -3     1 1 1
    5182     -8    25    -3     1 1 1
    5183     -8    26    -3     1 1 1
    5184     -7    15    -3     1 1 1
    5185     -7    16    -3     1 1 1
    5186     -7    17    -3     1 1 1
    5187     -7    18    -3     1 1 1
    5188     -7    19    -3     1 1 1
    5189     -7    20    -3     1 1 1
    5190     -7    21    -3     1 1 1
    5191     -7    22    -3     1 1 1
    5192     -7    23    -3     1 1 1
    5193     -7    24    -3     1 1 1
    5194     -7    25    -3     1 1 1
    5195     -7    26    -3     1 1 1
    5196     -7    27    -3     1 1 1
    5197     -6    14    -3     1 1 1
    5198     -6    15    -3     1 1 1
    5199     -6    16    -3     1 1 1
    5200     -6    17    -3     1 1 1
    5201     -6    18    -3     1 1 1
    5202     -6    19    -3     1 1 1
    5203     -6    20    -3     1 1 1
    5204     -6    21    -3     1 1 1
    5205     -6    22    -3     1 1 1
    5206     -6    23    -3     1 1 1
    5207     -6    24    -3     1 1 1
    5208     -6    25    -3     1 1 1
    5209     -6    26    -3     1 1 1
    5210     -6    27    -3     1 1 1
    5211     -6    28    -3     1 1 1
    5212     -5    13    -3     1 1 1
    5213     -5    14    -3     1 1 1
    5214     -5    15    -3     1 1 1
    5215     -5    16    -3     1 1 1
    5216     -5    17    -3     1 1 1
    5217     -5    18    -3     1 1 1
    5218     -5    19    -3     1 1 1
    5219     -5    20    -3     1 1 1
    5220     -5    21    -3     1 1 1
    5221     -5    22    -3     1 1 1
    5222     -5    23    -3     1 1 1
    5223     -5    24    -3     1 1 1
    5224     -5    25    -3     1 1 1
    5225     -5    26    -3     1 1 1
    5226     -5    27    -3     1 1 1
    5227     -5    28    -3     1 1 1
    5228     -5    29    -3     1 1 1
    5229     -4    13    -3     1 1 1
    5230     -4    14    -3     1 1 1
    5231     -4    15    -3     1 1 1
    5232     -4    16    -3     1 1 1
    5233     -4    17    -3     1 1 1
    5234     -4    18    -3     1 1 1
    5235     -4    19    -3     1 1 1
    5236     -4    20    -3     1 1 1
    5237     -4    21    -3     1 1 1
    5238     -4    22    -3     1 1 1
    5239     -4    23    -3     1 1 1
    5240     -4    24    -3     1 1 1
    5241     -4    25    -3     1 1 1
    5242     -4    26    -3     1 1 1
    5243     -4    27    -3     1 1 1
    5244     -4    28    -3     1 1 1
    5245     -4    29    -3     1 1 1
    5246     -3    12    -3     1 1 1
    5247     -3    13    -3     1 1 1
    5248     -3    14    -3     1 1 1
    5249     -3    15    -3     1 1 1
    5250     -3    16    -3     1 1 1
    5251     -3    17    -3     1 1 1
    5252     -3    18    -3     1 1 1
    5253     -3    19    -3     1 1 1
    5254     -3    20    -3     1 1 1
    5255     -3    21    -3     1 1 1
    5256     -3    22    -3     1 1 1
    5257     -3    23    -3     1 1 1
    5258     -3    24    -3     1 1 1
    5259     -3    25    -3     1 1 1
    5260     -3    26    -3     1 1 1
    5261     -3    27    -3     1 1 1
    5262     -3    28    -3     1 1 1
    5263     -3    29    -3     1 1 1
    5264     -3    30    -3     1 1 1
    5265     -2    12    -3     1 1 1
    5266     -2    13    -3     1 1 1
    5267     -2    14    -3     1 1 1
    5268     -2    15    -3     1 1 1
    5269     -2    16    -3     1 1 1
    5270     -2    17    -3     1 1 1
    5271     -2    18    -3     1 1 1
    5272     -2    19    -3     1 1 1
    5273     -2    20    -3     1 1 1
    5274     -2    21    -3     1 1 1
    5275     -2    22    -3     1 1 1
    5276     -2    23    -3     1 1 1
    5277     -2    24    -3     1 1 1
    5278     -2    25    -3     1 1 1
    5279     -2    26    -3     1 1 1
    5280     -2    27    -3     1 1 1
    5281     -2    28    -3     1 1 1
    5282     -2    29    -3     1 1 1
    5283     -2    30    -3     1 1 1
    5284     -1    12    -3     1 1 1
    5285     -1    13    -3     1 1 1
    5286     -1    14    -3     1 1 1
    5287     -1    15    -3     1 1 1
    5288     -1    16    -3     1 1 1
    5289     -1    17    -3     1 1 1
    5290     -1    18    -3     1 1 1
    5291     -1    19    -3     1 1 1
    5292     -1    20    -3     1 1 1
    5293     -1    21    -3     1 1 1
    5294     -1    22    -3     1 1 1
    5295     -1    23    -3     1 1 1
    5296     -1    24    -3     1 1 1
    5297     -1    25    -3     1 1 1
    5298     -1    26    -3     1 1 1
    5299     -1    27    -3     1 1 1
    5300     -1    28    -3     1 1 1
    5301     -1    29    -3     1 1 1
    5302     -1    30    -3     1 1 1
    5303      0    12    -3     1 1 1
    5304      0    13    -3     1 1 1
    5305      0    14    -3     1 1 1
    5306      0    15    -3     1 1 1
    5307      0    16    -3     1 1 1
    5308      0    17    -3     1 1 1
    5309      0    18    -3     1 1 1
    5310      0    19    -3     1 1 1
    5311      0    20    -3     1 1 1
    5312      0    21    -3     1 1 1
    5313      0    22    -3     1 1 1
    5314      0    23    -3     1 1 1
    5315      0    24    -3     1 1 1
    5316      0    25    -3     1 1 1
    5317      0    26    -3     1 1 1
    5318      0    27    -3     1 1 1
    5319      0    28    -3     1 1 1
    5320      0    29    -3     1 1 1
    5321      0    30    -3     1 1 1
    5322      1    12    -3     1 1 1
    5323      1    13    -3     1 1 1
    5324      1    14    -3     1 1 1
    5325      1    15    -3     1 1 1
    5326      1    16    -3     1 1 1
    5327      1    17    -3     1 1 1
    5328      1    18    -3     1 1 1
    5329      1    19    -3     1 1 1
    5330      1    20    -3     1 1 1
    5331      1    21    -3     1 1 1
    5332      1    22    -3     1 1 1
    5333      1    23    -3     1 1 1
    5334      1    24    -3     1 1 1
    5335      1    25    -3     1 1 1
    5336      1    26    -3     1 1 1
    5337      1    27    -3     1 1 1
    5338      1    28    -3     1 1 1
    5339      1    29    -3     1 1 1
    5340      1    30    -3     1 1 1
    5341      2    12    -3     1 1 1
    5342      2    13    -3     1 1 1
    5343      2    14    -3     1 1 1
    5344      2    15    -3     1 1 1
    5345      2    16    -3     1 1 1
    5346      2    17    -3     1 1 1
    5347      2    18    -3     1 1 1
    5348      2    19    -3     1 1 1
    5349      2    20    -3     1 1 1
    5350      2    21    -3     1 1 1
    5351      2    22    -3     1 1 1
    5352      2    23    -3     1 1 1
    5353      2    24    -3     1 1 1
    5354      2    25    -3     1 1 1
    5355      2    26    -3     1 1 1
    5356      2    27    -3     1 1 1
    5357      2    28    -3     1 1 1
    5358      2    29    -3     1 1 1
    5359      2    30    -3     1 1 1
    5360      3    12    -3     1 1 1
    5361      3    13    -3     1 1 1
    5362      3    14    -3     1 1 1
    5363      3    15    -3     1 1 1
    5364      3    16    -3     1 1 1
    5365      3    17    -3     1 1 1
    5366      3    18    -3     1 1 1
    5367      3    19    -3     1 1 1
    5368      3    20    -3     1 1 1
    5369      3    21    -3     1 1 1
    5370      3    22    -3     1 1 1
    5371      3    23    -3     1 1 1
    5372      3    24    -3     1 1 1
    5373      3    25    -3     1 1 1
    5374      3    26    -3     1 1 1
    5375      3    27    -3     1 1 1
    5376      3    28    -3     1 1 1
    5377      3    29    -3     1 1 1
    5378      3    30    -3     1 1 1
    5379      4    13    -3     1 1 1
    5380      4    14    -3     1 1 1
    5381      4    15    -3     1 1 1
    5382      4    16    -3     1 1 1
